,trainidx,testidx,validx,nfidx
15086,mp-867123,,,
15087,mp-30876,,,
15088,mp-1018718,,,
15089,mp-1187927,,,
15090,mp-32959,,,
15091,mp-1223978,,,
15092,mp-21436,,,
15093,mp-12570,,,
15094,mp-4174,,,
15095,mp-23980,,,
15096,mp-1029121,,,
15097,mp-1007918,,,
15098,mp-1207197,,,
15099,mp-1184883,,,
15100,mp-984551,,,
15101,mp-10009,,,
15102,mp-861984,,,
15103,mp-17509,,,
15104,mp-558285,,,
15105,mp-505207,,,
15106,mp-557028,,,
15107,mp-1187442,,,
15108,mp-510381,,,
15109,mp-569691,,,
15110,mp-3144,,,
15111,mp-27662,,,
15112,mp-1079632,,,
15113,mp-581795,,,
15114,mp-1018769,,,
15115,mp-558360,,,
15116,mp-1217968,,,
15117,mp-27471,,,
15118,mp-24161,,,
15119,mp-4342,,,
15120,mp-5540,,,
15121,mp-867907,,,
15122,mp-979268,,,
15123,mp-4900,,,
15124,mp-504935,,,
15125,mp-1215218,,,
15126,mp-1220426,,,
15127,mp-571415,,,
15128,mp-560000,,,
15129,mp-1187809,,,
15130,mp-675426,,,
15131,mp-706608,,,
15132,mp-2778,,,
15133,mp-20182,,,
15134,mp-1106356,,,
15135,mp-1217261,,,
15136,mp-1078205,,,
15137,mp-28970,,,
15138,mp-1025587,,,
15139,mp-703459,,,
15140,mp-676540,,,
15141,mp-1079714,,,
15142,mp-978920,,,
15143,mp-1226520,,,
15144,mp-865909,,,
15145,mp-631398,,,
15146,mp-7589,,,
15147,mp-568993,,,
15148,mp-1179162,,,
15149,mp-865656,,,
15150,mp-2927,,,
15151,mp-1215490,,,
15152,mp-30385,,,
15153,mp-1187270,,,
15154,mp-1187498,,,
15155,mp-722891,,,
15156,mp-1184093,,,
15157,mp-16227,,,
15158,mp-571662,,,
15159,mp-1228888,,,
15160,mp-1187088,,,
15161,mp-1018721,,,
15162,mp-1079501,,,
15163,mp-1207123,,,
15164,mp-2213,,,
15165,mp-2466,,,
15166,mp-1185527,,,
15167,mp-1025678,,,
15168,mp-3740,,,
15169,mp-15846,,,
15170,mp-556475,,,
15171,mp-568252,,,
15172,mp-1187965,,,
15173,mp-20275,,,
15174,mp-30795,,,
15175,mp-554432,,,
15176,mp-5350,,,
15177,mp-2081,,,
15178,mp-1193340,,,
15179,mp-978806,,,
15180,mp-1183711,,,
15181,mp-549709,,,
15182,mp-557002,,,
15183,mp-546,,,
15184,mp-1221769,,,
15185,mp-1216532,,,
15186,mp-697264,,,
15187,mp-1189,,,
15188,mp-972827,,,
15189,mp-1515,,,
15190,mp-556541,,,
15191,mp-1183442,,,
15192,mp-1184934,,,
15193,mp-569535,,,
15194,mp-540850,,,
15195,mp-4767,,,
15196,mp-754128,,,
15197,mp-1183062,,,
15198,mp-865216,,,
15199,mp-569961,,,
15200,mp-1218367,,,
15201,mp-1079618,,,
15202,mp-676778,,,
15203,mp-1216827,,,
15204,mp-1069613,,,
15205,mp-652608,,,
15206,mp-20908,,,
15207,mp-20516,,,
15208,mp-1185046,,,
15209,mp-8686,,,
15210,mp-754269,,,
15211,mp-985588,,,
15212,mp-29763,,,
15213,mp-865783,,,
15214,mp-541740,,,
15215,mp-636565,,,
15216,mp-27972,,,
15217,mp-989548,,,
15218,mp-510052,,,
15219,mp-753069,,,
15220,mp-978548,,,
15221,mp-981336,,,
15222,mp-21148,,,
15223,mp-1215961,,,
15224,mp-865681,,,
15225,mp-529,,,
15226,mp-1219661,,,
15227,mp-8073,,,
15228,mp-861597,,,
15229,mp-1184878,,,
15230,mp-2807,,,
15231,mp-1187156,,,
15232,mp-707227,,,
15233,mp-14796,,,
15234,mp-22653,,,
15235,mp-820,,,
15236,mp-11959,,,
15237,mp-2179,,,
15238,mp-7100,,,
15239,mp-13117,,,
15240,mp-430,,,
15241,mp-9580,,,
15242,mp-650026,,,
15243,mp-1104831,,,
15244,mp-19755,,,
15245,mp-758835,,,
15246,mp-504768,,,
15247,mp-1190778,,,
15248,mp-866917,,,
15249,mp-1191160,,,
15250,mp-865679,,,
15251,mp-27816,,,
15252,mp-1221540,,,
15253,mp-753,,,
15254,mp-556872,,,
15255,mp-1079070,,,
15256,mp-3316,,,
15257,mp-5962,,,
15258,mp-1187256,,,
15259,mp-3283,,,
15260,mp-570811,,,
15261,mp-23498,,,
15262,mp-7226,,,
15263,mp-3022,,,
15264,mp-672326,,,
15265,mp-105,,,
15266,mp-16136,,,
15267,mp-1192983,,,
15268,mp-1018798,,,
15269,mp-4967,,,
15270,mp-1072729,,,
15271,mp-1224413,,,
15272,mp-1019743,,,
15273,mp-1188596,,,
15274,mp-757798,,,
15275,mp-768125,,,
15276,mp-567299,,,
15277,mp-554142,,,
15278,mp-571664,,,
15279,mp-1186479,,,
15280,mp-13554,,,
15281,mp-143,,,
15282,mp-9584,,,
15283,mp-1079300,,,
15284,mp-4527,,,
15285,mp-556604,,,
15286,mp-546711,,,
15287,mp-27397,,,
15288,mp-773864,,,
15289,mp-1223859,,,
15290,mp-571021,,,
15291,mp-8771,,,
15292,mp-4907,,,
15293,mp-1227380,,,
15294,mp-1228043,,,
15295,mp-29733,,,
15296,mp-1005719,,,
15297,mp-14093,,,
15298,mp-14653,,,
15299,mp-1079914,,,
15300,mp-7611,,,
15301,mp-976284,,,
15302,mp-1206121,,,
15303,mp-29709,,,
15304,mp-18073,,,
15305,mp-754757,,,
15306,mp-20969,,,
15307,mp-540981,,,
15308,mp-5377,,,
15309,mp-1183633,,,
15310,mp-1217615,,,
15311,mp-1217266,,,
15312,mp-567653,,,
15313,mp-1103655,,,
15314,mvc-7253,,,
15315,mp-23859,,,
15316,mp-5005,,,
15317,mp-556438,,,
15318,mp-1104766,,,
15319,mp-1223653,,,
15320,mp-1186502,,,
15321,mp-541375,,,
15322,mp-1186646,,,
15323,mp-639154,,,
15324,mp-1223742,,,
15325,mp-569200,,,
15326,mp-626260,,,
15327,mp-989195,,,
15328,mp-4025,,,
15329,mp-1216329,,,
15330,mp-690851,,,
15331,mp-1095544,,,
15332,mp-20358,,,
15333,mp-1225771,,,
15334,mp-17064,,,
15335,mp-1184861,,,
15336,mp-1078659,,,
15337,mp-573425,,,
15338,mp-3155,,,
15339,mvc-7743,,,
15340,mp-975797,,,
15341,mp-628664,,,
15342,mp-9998,,,
15343,mp-1194264,,,
15344,mp-1223446,,,
15345,mp-2640,,,
15346,mp-1216460,,,
15347,mp-1104880,,,
15348,mp-21165,,,
15349,mp-961655,,,
15350,mp-862837,,,
15351,mp-1660,,,
15352,mp-8751,,,
15353,mp-1064933,,,
15354,mp-1078717,,,
15355,mp-1229076,,,
15356,mp-1186915,,,
15357,mp-982596,,,
15358,mp-707841,,,
15359,mp-17186,,,
15360,mp-1218952,,,
15361,mp-1189811,,,
15362,mp-556374,,,
15363,mp-13199,,,
15364,mp-972337,,,
15365,mp-1219533,,,
15366,mp-20268,,,
15367,mp-3105,,,
15368,mp-662572,,,
15369,mp-1147667,,,
15370,mp-1186146,,,
15371,mp-12985,,,
15372,mp-624221,,,
15373,mp-1186530,,,
15374,mp-1029125,,,
15375,mp-626568,,,
15376,mp-20120,,,
15377,mp-1206776,,,
15378,mp-2057,,,
15379,mp-1079076,,,
15380,mp-1176403,,,
15381,mp-1190574,,,
15382,mp-1217074,,,
15383,mp-23611,,,
15384,mp-755988,,,
15385,mp-16861,,,
15386,mvc-12866,,,
15387,mp-567838,,,
15388,mp-1215297,,,
15389,mp-1217984,,,
15390,mp-1006321,,,
15391,mp-540703,,,
15392,mp-27334,,,
15393,mp-1019793,,,
15394,mp-11594,,,
15395,mp-29008,,,
15396,mp-631440,,,
15397,mp-27319,,,
15398,mp-1024991,,,
15399,mp-1186162,,,
15400,mp-570843,,,
15401,mp-3109,,,
15402,mp-1185985,,,
15403,mp-10247,,,
15404,mp-971922,,,
15405,mp-1102,,,
15406,mp-8236,,,
15407,mp-567908,,,
15408,mp-1102977,,,
15409,mp-11018,,,
15410,mp-1215699,,,
15411,mp-556804,,,
15412,mp-865066,,,
15413,mp-1184077,,,
15414,mp-35308,,,
15415,mp-4633,,,
15416,mp-1189516,,,
15417,mp-1180861,,,
15418,mp-690722,,,
15419,mp-12885,,,
15420,mp-10086,,,
15421,mp-755777,,,
15422,mp-698132,,,
15423,mp-1217161,,,
15424,mp-19921,,,
15425,mp-1188534,,,
15426,mp-1008395,,,
15427,mp-1018082,,,
15428,mp-13089,,,
15429,mp-1191874,,,
15430,mp-8946,,,
15431,mp-20030,,,
15432,mp-1184694,,,
15433,mp-979262,,,
15434,mp-9978,,,
15435,mp-767408,,,
15436,mp-1095527,,,
15437,mp-541331,,,
15438,mp-29863,,,
15439,mp-1009750,,,
15440,mp-4819,,,
15441,mp-561902,,,
15442,mp-698480,,,
15443,mp-4228,,,
15444,mp-569935,,,
15445,mp-1221658,,,
15446,mp-996955,,,
15447,mp-865998,,,
15448,mp-1206480,,,
15449,mp-1216879,,,
15450,mp-672184,,,
15451,mp-30986,,,
15452,mp-1209823,,,
15453,mp-1195028,,,
15454,mp-9872,,,
15455,mp-3380,,,
15456,mp-1191823,,,
15457,mp-4835,,,
15458,mp-18257,,,
15459,mp-680424,,,
15460,mp-1192701,,,
15461,mp-3503,,,
15462,mp-5433,,,
15463,mp-1220689,,,
15464,mp-3513,,,
15465,mp-20049,,,
15466,mp-1183245,,,
15467,mp-706606,,,
15468,mp-6368,,,
15469,mp-2322,,,
15470,mp-1030146,,,
15471,mp-1018886,,,
15472,mp-1079776,,,
15473,mp-2199,,,
15474,mp-1189091,,,
15475,mp-23046,,,
15476,mp-1186322,,,
15477,mp-1216337,,,
15478,mp-635413,,,
15479,mp-975288,,,
15480,mp-1181515,,,
15481,mp-1105762,,,
15482,mp-1080792,,,
15483,mp-1216077,,,
15484,mp-697624,,,
15485,mp-1079952,,,
15486,mp-13797,,,
15487,mp-7361,,,
15488,mp-2311,,,
15489,mp-1186842,,,
15490,mp-1105142,,,
15491,mp-1084767,,,
15492,mp-570769,,,
15493,mp-1224283,,,
15494,mp-19764,,,
15495,mp-1205874,,,
15496,mp-1102001,,,
15497,mp-1192649,,,
15498,mp-1079768,,,
15499,mp-669688,,,
15500,mp-771703,,,
15501,mp-30520,,,
15502,mp-568555,,,
15503,mp-1095247,,,
15504,mp-605824,,,
15505,mp-867126,,,
15506,mp-15643,,,
15507,mp-558911,,,
15508,mp-1008832,,,
15509,mp-15796,,,
15510,mp-1221532,,,
15511,mp-1186251,,,
15512,mp-978554,,,
15513,mp-2754,,,
15514,mp-755478,,,
15515,mp-1228910,,,
15516,mp-510412,,,
15517,mp-1018681,,,
15518,mp-643006,,,
15519,mp-767430,,,
15520,mp-3982,,,
15521,mp-555814,,,
15522,mp-1215459,,,
15523,mp-7285,,,
15524,mp-2627,,,
15525,mp-1224691,,,
15526,mp-10450,,,
15527,mp-583234,,,
15528,mp-27153,,,
15529,mp-974417,,,
15530,mp-12492,,,
15531,mp-569857,,,
15532,mp-640345,,,
15533,mp-8235,,,
15534,mp-753958,,,
15535,mp-1188065,,,
15536,mp-546707,,,
15537,mp-17770,,,
15538,mp-862739,,,
15539,mp-676527,,,
15540,mp-2413,,,
15541,mp-19922,,,
15542,mp-1221740,,,
15543,mp-12815,,,
15544,mp-1219456,,,
15545,mp-19881,,,
15546,mp-558258,,,
15547,mp-1216725,,,
15548,mp-28439,,,
15549,mp-1058586,,,
15550,mp-1184353,,,
15551,mp-328,,,
15552,mp-865251,,,
15553,mp-1079427,,,
15554,mp-17878,,,
15555,mp-612118,,,
15556,mp-1193413,,,
15557,mp-1067920,,,
15558,mp-2914,,,
15559,mp-768883,,,
15560,mp-1220158,,,
15561,mp-1190918,,,
15562,mp-866016,,,
15563,mp-1104599,,,
15564,mp-1187786,,,
15565,mp-1226628,,,
15566,mp-547622,,,
15567,mp-2694,,,
15568,mp-541353,,,
15569,mp-1640,,,
15570,mp-29062,,,
15571,mp-27421,,,
15572,mp-510596,,,
15573,mp-1227295,,,
15574,mp-975383,,,
15575,mp-754535,,,
15576,mp-10199,,,
15577,mp-30423,,,
15578,mp-1184210,,,
15579,mp-33631,,,
15580,mp-1181996,,,
15581,mp-696735,,,
15582,mp-1192234,,,
15583,mp-1079192,,,
15584,mp-1221652,,,
15585,mp-1102728,,,
15586,mp-14506,,,
15587,mp-1013537,,,
15588,mp-1183302,,,
15589,mp-1205337,,,
15590,mp-1193675,,,
15591,mp-1113529,,,
15592,mp-1096857,,,
15593,mp-2634,,,
15594,mp-979972,,,
15595,mp-1006164,,,
15596,mp-554883,,,
15597,mp-1216979,,,
15598,mp-1059357,,,
15599,mp-1104388,,,
15600,mp-6089,,,
15601,mp-12912,,,
15602,mp-1201095,,,
15603,mp-13673,,,
15604,mp-34127,,,
15605,mp-685615,,,
15606,mp-1095545,,,
15607,mp-7323,,,
15608,mp-1185494,,,
15609,mp-1193300,,,
15610,mp-148,,,
15611,mp-754967,,,
15612,mp-1009828,,,
15613,mp-1186189,,,
15614,mp-1183660,,,
15615,mp-1225037,,,
15616,mp-1219608,,,
15617,mp-15865,,,
15618,mp-865127,,,
15619,mp-610787,,,
15620,mp-1080538,,,
15621,mp-1222879,,,
15622,mp-1934,,,
15623,mp-9488,,,
15624,mp-1226209,,,
15625,mp-1095610,,,
15626,mp-29615,,,
15627,mp-1221828,,,
15628,mp-2030,,,
15629,mp-21473,,,
15630,mp-13348,,,
15631,mp-972246,,,
15632,mp-2991,,,
15633,mp-570166,,,
15634,mp-13459,,,
15635,mp-1225832,,,
15636,mp-2622,,,
15637,mp-771977,,,
15638,mp-1104497,,,
15639,mp-642654,,,
15640,mp-1232311,,,
15641,mp-961696,,,
15642,mp-27649,,,
15643,mp-11666,,,
15644,mp-567365,,,
15645,mp-1217339,,,
15646,mp-2940,,,
15647,mp-1215742,,,
15648,mp-626000,,,
15649,mp-6745,,,
15650,mp-999067,,,
15651,mp-966800,,,
15652,mp-1095120,,,
15653,mp-1213965,,,
15654,mp-686697,,,
15655,mp-1225587,,,
15656,mp-1025253,,,
15657,mp-27679,,,
15658,mp-770401,,,
15659,mp-570641,,,
15660,mp-677028,,,
15661,mp-1228905,,,
15662,mp-1087,,,
15663,mp-1191849,,,
15664,mp-571420,,,
15665,mp-30032,,,
15666,mp-1189639,,,
15667,mp-1205332,,,
15668,mp-1183281,,,
15669,mp-979953,,,
15670,mp-626565,,,
15671,mp-34371,,,
15672,mp-1299,,,
15673,mp-1221388,,,
15674,mp-541951,,,
15675,mp-6764,,,
15676,mp-30972,,,
15677,mp-23546,,,
15678,mp-3292,,,
15679,mp-13162,,,
15680,mp-1225461,,,
15681,mp-30799,,,
15682,mp-973933,,,
15683,mp-1096820,,,
15684,mp-1080834,,,
15685,mp-1226581,,,
15686,mp-610430,,,
15687,mp-21112,,,
15688,mp-12599,,,
15689,mp-1186006,,,
15690,mp-29857,,,
15691,mp-1223854,,,
15692,mp-1183677,,,
15693,mp-1105802,,,
15694,mp-31171,,,
15695,mp-1232312,,,
15696,mp-1226661,,,
15697,mp-24030,,,
15698,mp-14815,,,
15699,mp-1184280,,,
15700,mp-10906,,,
15701,mp-1192715,,,
15702,mp-1018764,,,
15703,mp-7634,,,
15704,mp-862942,,,
15705,mp-1103379,,,
15706,mp-28222,,,
15707,mp-865519,,,
15708,mp-864634,,,
15709,mvc-14413,,,
15710,mp-6270,,,
15711,mp-974584,,,
15712,mp-1220312,,,
15713,mp-999200,,,
15714,mp-1206600,,,
15715,mp-1220405,,,
15716,mp-1182317,,,
15717,mp-1197227,,,
15718,mp-568069,,,
15719,mp-23644,,,
15720,mp-10584,,,
15721,mp-560054,,,
15722,mp-1658,,,
15723,mp-1205803,,,
15724,mp-554479,,,
15725,mp-867908,,,
15726,mp-1101959,,,
15727,mp-541600,,,
15728,mp-20791,,,
15729,mp-1184676,,,
15730,mp-38494,,,
15731,mp-31496,,,
15732,mp-1217588,,,
15733,mp-1190476,,,
15734,mp-7839,,,
15735,mp-14069,,,
15736,mp-21283,,,
15737,mp-754993,,,
15738,mp-570298,,,
15739,mp-1016927,,,
15740,mp-11733,,,
15741,mp-12743,,,
15742,mp-11601,,,
15743,mp-1013706,,,
15744,mp-570589,,,
15745,mp-13265,,,
15746,mp-1227338,,,
15747,mp-861994,,,
15748,mp-568333,,,
15749,mp-1186225,,,
15750,mp-1226619,,,
15751,mp-1188548,,,
15752,mp-1018122,,,
15753,mp-5328,,,
15754,mp-975380,,,
15755,mp-755216,,,
15756,mp-1222293,,,
15757,mp-1216551,,,
15758,mp-28774,,,
15759,mp-644497,,,
15760,mp-1228972,,,
15761,mp-861914,,,
15762,mp-980941,,,
15763,mp-557625,,,
15764,mp-4096,,,
15765,mp-1068941,,,
15766,mp-1183146,,,
15767,mp-982619,,,
15768,mp-20828,,,
15769,mp-10288,,,
15770,mp-19801,,,
15771,mp-5274,,,
15772,mp-624234,,,
15773,mp-977590,,,
15774,mp-389,,,
15775,mp-10221,,,
15776,mp-20838,,,
15777,mp-1071293,,,
15778,mp-752579,,,
15779,mp-558298,,,
15780,mp-1080467,,,
15781,mp-38972,,,
15782,mp-11183,,,
15783,mp-4394,,,
15784,mp-1225704,,,
15785,mp-29888,,,
15786,mp-3395,,,
15787,mp-1094057,,,
15788,mp-1223976,,,
15789,mp-1103651,,,
15790,mp-1215484,,,
15791,mp-1062989,,,
15792,mp-30315,,,
15793,mp-23352,,,
15794,mp-12411,,,
15795,mp-757394,,,
15796,mp-1218401,,,
15797,mp-3048,,,
15798,mp-21286,,,
15799,mp-1027164,,,
15800,mp-20738,,,
15801,mp-1025836,,,
15802,mp-21280,,,
15803,mp-1102216,,,
15804,mp-23446,,,
15805,mp-19975,,,
15806,mp-861646,,,
15807,mp-18481,,,
15808,mp-4826,,,
15809,mp-669353,,,
15810,mp-567878,,,
15811,mp-865876,,,
15812,mp-1103527,,,
15813,mp-1183187,,,
15814,mp-753611,,,
15815,mp-972120,,,
15816,mp-997052,,,
15817,mp-17577,,,
15818,mp-1079643,,,
15819,mp-754588,,,
15820,mp-755044,,,
15821,mp-267,,,
15822,mp-1079583,,,
15823,mp-27124,,,
15824,mp-1104184,,,
15825,mp-696678,,,
15826,mp-17722,,,
15827,mp-1186190,,,
15828,mp-1077288,,,
15829,mp-8973,,,
15830,mp-1192770,,,
15831,mp-1184631,,,
15832,mp-7542,,,
15833,mp-1009485,,,
15834,mp-641509,,,
15835,mp-7247,,,
15836,mp-20205,,,
15837,mp-653120,,,
15838,mp-1207695,,,
15839,mp-16522,,,
15840,mp-1220452,,,
15841,mp-1020588,,,
15842,mp-973958,,,
15843,mp-155,,,
15844,mp-1079221,,,
15845,mp-554928,,,
15846,mp-1226952,,,
15847,mp-3696,,,
15848,mp-29946,,,
15849,mp-1192146,,,
15850,mp-557029,,,
15851,mp-262,,,
15852,mp-1224360,,,
15853,mp-1227354,,,
15854,mp-696470,,,
15855,mp-20106,,,
15856,mp-561488,,,
15857,mp-1217110,,,
15858,mp-1221680,,,
15859,mp-1190342,,,
15860,mp-1076800,,,
15861,mp-554041,,,
15862,mp-1206278,,,
15863,mp-864611,,,
15864,mp-510490,,,
15865,mp-27259,,,
15866,mp-1095335,,,
15867,mp-1219653,,,
15868,mp-570248,,,
15869,mp-1183171,,,
15870,mp-628599,,,
15871,mp-1183127,,,
15872,mp-20449,,,
15873,mp-1179854,,,
15874,mp-1205605,,,
15875,mp-651723,,,
15876,mp-654109,,,
15877,mp-1194479,,,
15878,mp-10260,,,
15879,mp-579909,,,
15880,mp-1216734,,,
15881,mp-2696,,,
15882,mp-541656,,,
15883,mp-1187836,,,
15884,mp-554899,,,
15885,mp-759289,,,
15886,mp-11974,,,
15887,mp-557018,,,
15888,mp-1227260,,,
15889,mp-1102143,,,
15890,mp-974571,,,
15891,mp-976726,,,
15892,mp-1105134,,,
15893,mp-11144,,,
15894,mp-1183424,,,
15895,mp-29034,,,
15896,mp-983235,,,
15897,mp-1184055,,,
15898,mp-570441,,,
15899,mp-697836,,,
15900,mp-16315,,,
15901,mp-23173,,,
15902,mp-1025280,,,
15903,mp-1189950,,,
15904,mp-20401,,,
15905,mp-980014,,,
15906,mp-559268,,,
15907,mp-1105676,,,
15908,mp-1081,,,
15909,mp-555716,,,
15910,mp-20002,,,
15911,mp-1192415,,,
15912,mp-866061,,,
15913,mvc-7761,,,
15914,mp-698101,,,
15915,mp-1206590,,,
15916,mp-6289,,,
15917,mp-1226563,,,
15918,mp-1102033,,,
15919,mp-31426,,,
15920,mp-570690,,,
15921,mp-1027474,,,
15922,mp-752658,,,
15923,mp-980069,,,
15924,mp-4578,,,
15925,mp-1184035,,,
15926,mp-9007,,,
15927,mp-638749,,,
15928,mp-1067744,,,
15929,mp-998988,,,
15930,mp-27945,,,
15931,mp-631552,,,
15932,mp-1223654,,,
15933,mp-1015612,,,
15934,mp-2620,,,
15935,mp-1205882,,,
15936,mp-569199,,,
15937,mp-2210,,,
15938,mp-631194,,,
15939,mp-757360,,,
15940,mp-1185520,,,
15941,mp-1078504,,,
15942,mp-672394,,,
15943,mp-977407,,,
15944,mp-971864,,,
15945,mp-1196937,,,
15946,mp-1078231,,,
15947,mp-20217,,,
15948,mp-18511,,,
15949,mp-1114483,,,
15950,mp-1001824,,,
15951,mp-1188064,,,
15952,mp-989625,,,
15953,mp-985284,,,
15954,mp-1187434,,,
15955,mp-1193717,,,
15956,mp-22130,,,
15957,mp-643451,,,
15958,mp-1224869,,,
15959,mp-1014230,,,
15960,mp-10393,,,
15961,mp-557074,,,
15962,mp-725,,,
15963,mp-755565,,,
15964,mp-21230,,,
15965,mp-644330,,,
15966,mp-1192120,,,
15967,mp-1070852,,,
15968,mp-555985,,,
15969,mp-2461,,,
15970,mp-20261,,,
15971,mp-695316,,,
15972,mp-1029026,,,
15973,mp-1019559,,,
15974,mp-510306,,,
15975,mp-10756,,,
15976,mp-1184071,,,
15977,mp-865095,,,
15978,mp-2546,,,
15979,mp-31452,,,
15980,mp-567353,,,
15981,mp-9926,,,
15982,mp-12682,,,
15983,mp-1111698,,,
15984,mp-1102847,,,
15985,mp-1760,,,
15986,mp-1078329,,,
15987,mp-556842,,,
15988,mp-27882,,,
15989,mp-4710,,,
15990,mp-1184890,,,
15991,mp-5256,,,
15992,mp-979176,,,
15993,mp-569529,,,
15994,mp-1206381,,,
15995,mp-1027525,,,
15996,mp-1102209,,,
15997,mp-1226953,,,
15998,mp-1224398,,,
15999,mp-632329,,,
16000,mp-641957,,,
16001,mp-12372,,,
16002,mp-540688,,,
16003,mp-1195704,,,
16004,mp-580357,,,
16005,mp-505499,,,
16006,mp-1206767,,,
16007,mp-1194111,,,
16008,mp-1189793,,,
16009,mp-1104676,,,
16010,mp-1186821,,,
16011,mp-2221,,,
16012,mp-1226447,,,
16013,mp-1226475,,,
16014,mp-1221538,,,
16015,mp-626293,,,
16016,mp-3654,,,
16017,mp-9259,,,
16018,mp-1183215,,,
16019,mp-638765,,,
16020,mp-1225750,,,
16021,mp-10760,,,
16022,mvc-10233,,,
16023,mp-567338,,,
16024,mp-20546,,,
16025,mp-30379,,,
16026,mp-704745,,,
16027,mp-31025,,,
16028,mp-1220517,,,
16029,mp-1183431,,,
16030,mp-979266,,,
16031,mp-1008920,,,
16032,mp-5408,,,
16033,mp-17466,,,
16034,mp-27769,,,
16035,mp-568005,,,
16036,mp-972275,,,
16037,mp-1181407,,,
16038,mp-559432,,,
16039,mp-8184,,,
16040,mp-23679,,,
16041,mp-1222283,,,
16042,mp-1205387,,,
16043,mp-770806,,,
16044,mp-29169,,,
16045,mp-1225210,,,
16046,mp-3671,,,
16047,mp-1207927,,,
16048,mp-1095040,,,
16049,mp-1105797,,,
16050,mp-1206090,,,
16051,mp-1184626,,,
16052,mp-1206715,,,
16053,mp-9251,,,
16054,mp-1215248,,,
16055,mp-1183896,,,
16056,mp-974625,,,
16057,mp-1101975,,,
16058,mp-25469,,,
16059,mp-1077063,,,
16060,mp-1310,,,
16061,mp-2163,,,
16062,mp-1080077,,,
16063,mp-21408,,,
16064,mp-1103126,,,
16065,mp-1219917,,,
16066,mp-9574,,,
16067,mp-12056,,,
16068,mp-1188900,,,
16069,mp-637599,,,
16070,mp-24058,,,
16071,mp-1020590,,,
16072,mp-27734,,,
16073,mp-1194467,,,
16074,mp-1188730,,,
16075,mp-998297,,,
16076,mp-973614,,,
16077,mp-505571,,,
16078,mp-38564,,,
16079,mp-1190112,,,
16080,mp-643471,,,
16081,mp-14339,,,
16082,mp-219,,,
16083,mp-972021,,,
16084,mp-1092278,,,
16085,mp-1187644,,,
16086,mp-973757,,,
16087,mp-861959,,,
16088,mp-1027641,,,
16089,mp-1194325,,,
16090,mp-31062,,,
16091,mp-624399,,,
16092,mp-1188011,,,
16093,mp-1186614,,,
16094,mp-14482,,,
16095,mp-1112987,,,
16096,mp-1025194,,,
16097,mp-561224,,,
16098,mp-1222738,,,
16099,mp-23216,,,
16100,mp-1183541,,,
16101,mp-1102133,,,
16102,mp-1343,,,
16103,mp-1079133,,,
16104,mp-12315,,,
16105,mp-973839,,,
16106,mp-3960,,,
16107,mp-20084,,,
16108,mp-1219559,,,
16109,mp-1215455,,,
16110,mp-22643,,,
16111,mp-27996,,,
16112,mp-978083,,,
16113,mp-770462,,,
16114,mp-1182452,,,
16115,mp-1103525,,,
16116,mp-1216761,,,
16117,mp-982013,,,
16118,mp-1104001,,,
16119,mp-867263,,,
16120,mp-23053,,,
16121,mp-1266,,,
16122,mp-9249,,,
16123,mp-1216642,,,
16124,mp-555388,,,
16125,mp-1029763,,,
16126,mp-556201,,,
16127,mp-1103408,,,
16128,mp-972071,,,
16129,mp-17658,,,
16130,mp-10785,,,
16131,mp-864808,,,
16132,mp-1104424,,,
16133,mp-556788,,,
16134,mp-570611,,,
16135,mp-555257,,,
16136,mp-510076,,,
16137,mp-554163,,,
16138,mp-23507,,,
16139,mp-18344,,,
16140,mp-864783,,,
16141,mp-1179212,,,
16142,mp-1179554,,,
16143,mp-1215896,,,
16144,mp-865507,,,
16145,mp-558808,,,
16146,mp-989643,,,
16147,mp-20176,,,
16148,mvc-6071,,,
16149,mp-8041,,,
16150,mp-1102217,,,
16151,mp-7916,,,
16152,mp-28941,,,
16153,mp-557692,,,
16154,mp-1095616,,,
16155,mp-5670,,,
16156,mp-686526,,,
16157,mp-6267,,,
16158,mp-1190188,,,
16159,mp-1007975,,,
16160,mp-28999,,,
16161,mp-20961,,,
16162,mp-1804,,,
16163,mp-975531,,,
16164,mp-29036,,,
16165,mp-10611,,,
16166,mp-1105253,,,
16167,mp-647247,,,
16168,mp-27537,,,
16169,mp-1225761,,,
16170,mp-11566,,,
16171,mp-1194006,,,
16172,mp-1216695,,,
16173,mp-1025424,,,
16174,mp-1079333,,,
16175,mp-27249,,,
16176,mp-22971,,,
16177,mp-1226327,,,
16178,mp-865170,,,
16179,mp-866287,,,
16180,mp-1215971,,,
16181,mp-559134,,,
16182,mp-20258,,,
16183,mp-1178150,,,
16184,mp-971832,,,
16185,mp-1186702,,,
16186,mp-8387,,,
16187,mp-1215189,,,
16188,mp-22070,,,
16189,mp-11628,,,
16190,mp-1183585,,,
16191,mp-984629,,,
16192,mp-863655,,,
16193,mp-1025010,,,
16194,mp-27230,,,
16195,mp-1113517,,,
16196,mp-1207038,,,
16197,mp-604647,,,
16198,mp-832,,,
16199,mp-1206218,,,
16200,mp-5757,,,
16201,mp-31037,,,
16202,mp-30856,,,
16203,mp-1095094,,,
16204,mp-17344,,,
16205,mp-1069204,,,
16206,mp-554592,,,
16207,mp-1103398,,,
16208,mp-17146,,,
16209,mp-1018031,,,
16210,mp-1226170,,,
16211,mp-1187622,,,
16212,mp-1217499,,,
16213,mp-771773,,,
16214,mp-988,,,
16215,mp-12527,,,
